id,frequency
tūkst o,293
vaisiai ir,293
vartų kampą,293
važiuojamosios dalies,293
visus klausimus,293
vokietijos automobilių,293
ėmė ir,293
įsilieti į,293
ši tema,293
šios markės,293
šios sistemos,293
ūkio paskirties,293
198 cm,292
25 26,292
6 d,292
ar tokia,292
asmenims kurie,292
be klaidų,292
bet jiems,292
bet pats,292
buvo naudojami,292
buvo tokių,292
būti naudojami,292
cholesterolio kiekį,292
d. grybauskaitę,292
dar būdamas,292
daug patirties,292
dešimt minučių,292
dėl patirtų,292
eksporto į,292
europos reikalų,292
gerai o,292
grupės varžybose,292
ilguoju laikotarpiu,292
iš alytaus,292
jog būtent,292
jį taip,292
keliamus reikalavimus,292
kokie buvo,292
konservatorių ir,292
kurie patys,292
labai dideli,292
labai panaši,292
maždaug 3,292
metų su,292
ne vietoje,292
nerimą dėl,292
nėra tokio,292
pabėgėlių ir,292
pajamų iš,292
pajėgos ir,292
pareigūnai iš,292
pats metas,292
pietų kinijos,292
rinkimų dieną,292
ryto ir,292
spėti kad,292
tai nebūtinai,292
tarp vyrų,292
treniruočių stovyklą,292
tvirtinama kad,292
tęsiasi atp,292
tūkst. asmenų,292
tų šalių,292
užsiminė apie,292
v. švedas,292
visus juos,292
į tave,292
šeštadienį ir,292
"1,2 mln.",291
600 tūkst.,291
apie 1000,291
atsilikimą iki,291
aš tikiuosi,291
buvo pristatyti,291
du automobiliai,291
dėl kelialapio,291
galėjo turėti,291
ir daugelyje,291
ir karių,291
ir prašė,291
ir šeštadienį,291
j m,291
jaučia kad,291
jis pelnė,291
kad kremlius,291
kai jiems,291
kas tas,291
ketvirtadienį buvo,291
kiekvieno iš,291
kontrolę ir,291
kovo 10,291
krepšinio mokyklos,291
kuri nuo,291
ką galvoja,291
labai pavojinga,291
laikosi nuomonės,291
lygos čempionate,291
manau yra,291
mano kaip,291
min. iš,291
mus visus,291
mūsų visuomenės,291
nedidelis lietus,291
normalu kad,291
nors dabar,291
nuo 17,291
nuosavybės teise,291
nustatyta jog,291
nė motais,291
nėra pats,291
palaukti kol,291
pasakoti apie,291
paskelbė savo,291
per 8,291
pirmame ture,291
prieš vartus,291
problema ir,291
rinkėjų aktyvumas,291
rugsėjo 16,291
rusijos oro,291
savivaldybės administracija,291
savo gerbėjams,291
savo tikslo,291
savo turtą,291
setų kovos,291
tai išties,291
tai vėl,291
taip siekiama,291
teisėjų tarybos,291
tą kuris,291
užtraukia baudą,291
įvyko dėl,291
žadėjo kad,291
žemės sklypą,291
žiūriu į,291
21 dienomis,290
3 d,290
3 taškus,290
31 proc.,290
4 ąją,290
amber grid,290
apibūdino kaip,290
apie žmones,290
atleisti iš,290
automobilių statymo,290
buhalterinės apskaitos,290
d o,290
dangus išsigiedrins,290
donecko srityje,290
du lietuvos,290
dėl ateities,290
gamintojų ir,290
girdėjau kad,290
grįžti atgal,290
ir galės,290
ir komunikacijos,290
ir turiu,290
itar tass,290
jie dažnai,290
jo taip,290
jos turėtų,290
kad bendrovės,290
kaip jaučiasi,290
kelialapius į,290
kiekvieną vakarą,290
ko čia,290
komandą kuri,290
labai atsakingai,290
lygos atrankos,290
man į,290
mokslininkai nustatė,290
mėnesio pabaigos,290
netgi buvo,290
nėra tai,290
o tokių,290
pasaulio ledo,290
pat atkreipė,290
pavyko tik,290
per išpuolį,290
prasidėjo dar,290
priemonės yra,290
ramiai ir,290
rugsėjo 12,290
savo karius,290
siekti savo,290
su švedija,290
ta jog,290
tai dažniausiai,290
tarpusavio santykių,290
tačiau daugelis,290
tūkst. migrantų,290
ukrainos užsienio,290
veiksmų ukrainoje,290
visi turime,290
į paviršių,290
įvairių sričių,290
šioje grupėje,290
šios situacijos,290
šviesos ir,290
18 24,289
9 laipsnius,289
administracinė atsakomybė,289
alytaus rajone,289
ant to,289
antrajame pasauliniame,289
apie šių,289
atsako į,289
birželio 21,289
buvo uždrausta,289
drabužius ir,289
ginklus ir,289
imti ir,289
ir donecko,289
ir gerą,289
ir tikriausiai,289
ir vaisių,289
ispanija 6,289
jau artimiausiu,289
jeigu nori,289
jo kolega,289
jog jam,289
jog toks,289
kad pirmasis,289
kai turi,289
kaina gali,289
kaip kitaip,289
kas tau,289
kitus dalykus,289
klausimų apie,289
kurioje dalyvavo,289
lietuvos rytu,289
minutės pertraukėlės,289
naujo ir,289
ne vienus,289
nežino kad,289
nuomonės apie,289
p s,289
pas gydytojus,289
persikels į,289
rinkimuose į,289
rinkimų štabo,289
rugsėjo 23,289
rusija jau,289
saugumo užtikrinimo,289
su sirija,289
ta kuri,289
tad dabar,289
tai galite,289
tai žmonės,289
tarp skirtingų,289
ten bebūtų,289
to su,289
tokia praktika,289
trečiosios vietos,289
už beveik,289
už dyką,289
vilniuje buvo,289
xviii a.,289
į a,289
į alytaus,289
į švietimo,289
įvyko apie,289
šarlotės hornets,289
šio tipo,289
15 eurų,288
16 19,288
20 23,288
500 g,288
atžvilgiu ir,288
aš dabar,288
bei kitos,288
bet visada,288
buvo didelė,288
buvo pasirašyta,288
buvo pripažinta,288
buvo puiki,288
d. zubrus,288
dabar apie,288
dar kiti,288
daug greičiau,288
daug informacijos,288
daug sunkiau,288
diena buvo,288
esant tokiai,288
fizinis aktyvumas,288
fondą sudarė,288
galima užsisakyti,288
gediminas orelikas,288
gegužės 10,288
internete ir,288
ir anglų,288
ir daugybę,288
ir patirties,288
ir skyrė,288
ir viešojo,288
iš afrikos,288
jiems padėti,288
jis atsakė,288
jog visi,288
jį nuo,288
jūsų gyvenime,288
kad pasaulio,288
kad rugsėjo,288
kadangi jis,288
kariai ir,288
klaipėdos uosto,288
kultūra ir,288
kuo arčiau,288
lady gaga,288
lietuvos žemės,288
man sunku,288
moteris pasakojo,288
pasak a,288
pasaulio čempionė,288
pasisako prieš,288
pirmojo etapo,288
po europą,288
po krepšio,288
pralaimėjusiųjų gretose,288
savo galimybių,288
savo gerbėjus,288
savo vaidmenį,288
siejami su,288
spalio 23,288
su gamta,288
su latvija,288
tai juk,288
tačiau tokie,288
tačiau žmonės,288
teismo posėdžio,288
telefonu ir,288
to žmogaus,288
už uždarų,288
vasario 28,288
vilniaus apskr.,288
vos kelis,288
vėliau bus,288
vėliau jie,288
yra mažesnis,288
šeštą kartą,288
žiniasklaidai rašoma,288
"1,2 proc.",287
14 ąją,287
1993 metais,287
21 d,287
ar prieš,287
buvo jų,287
buvo perduota,287
būti daugiau,287
d. tuskas,287
dar neteko,287
dienų kai,287
dviem savaitėms,287
dvikovą su,287
filmas apie,287
gali prasidėti,287
ir bandyti,287
ir policija,287
iš briuselio,287
jas ir,287
jei ši,287
jog mes,287
juostą ir,287
kad nemažai,287
kad prekybos,287
kad visai,287
kaip bns,287
kas taip,287
kiek aš,287
kuo dažniau,287
kuri per,287
kuriam buvo,287
kurie vis,287
nedideli debesys,287
net 14,287
nuo namų,287
pagal sutartį,287
partija tvarka,287
per prievartą,287
pilietinį karą,287
priprasti prie,287
proc dow,287
puikus pavyzdys,287
reakciją į,287
rusijos energetikos,287
senų laikų,287
sporto salė,287
stovėjimo aikštelės,287
suteikė galimybę,287
tam tikroje,287
tapo labai,287
teismą ir,287
tikrais atvejais,287
todėl po,287
tuos dalykus,287
turėtų gauti,287
uždarų durų,287
vaikas turi,287
valdemaras tomaševskis,287
vardas pakeistas,287
vietos žiniasklaida,287
vietą iškovojo,287
viešose vietose,287
vilniaus regiono,287
yra šios,287
čia reikia,287
į klubą,287
į šiaulius,287
šiaulių ir,287
žmonių kurių,287
0 21,286
50 60,286
aktorius ir,286
anaiptol ne,286
ant tilto,286
apylinkės teismą,286
ar tiesa,286
atrodo tarsi,286
atvyks į,286
bus skiriamas,286
c ir,286
carmelo anthony,286
dailiojo čiuožimo,286
dakaro ralyje,286
daug diskusijų,286
duomenimis apie,286
e. lucasas,286
es lyderiai,286
humanitarinę pagalbą,286
iki pabaigos,286
ir juose,286
ir politikų,286
iš rikiuotės,286
išmanusis telefonas,286
kelio ženklai,286
labai sudėtingas,286
lapkričio 11,286
liepos 8,286
meno vadovas,286
metais taip,286
metu per,286
metų kalėjimo,286
namuose o,286
o j.,286
o vakare,286
pakviesti į,286
pats esu,286
per sprogimą,286
pristatytas į,286
su vaikų,286
su žemės,286
sumažino atsilikimą,286
tai neįmanoma,286
tapti ir,286
tačiau norint,286
taškus o,286
teroro išpuolių,286
tikisi jog,286
todėl nėra,286
tuo kuo,286
turbūt yra,286
tyrimų rezultatai,286
užkerta kelią,286
užsienio politikoje,286
valgyti ir,286
verslo atstovai,286
vieni kitų,286
vokietija 6,286
vyriausybę ir,286
yra viskas,286
1999 metų,285
20 d,285
2011 2012,285
4 po,285
avivo maccabi,285
bei iš,285
birželio 12,285
buvęs rusijos,285
būtų visiškai,285
d. montvydas,285
dar negali,285
daugeliui žmonių,285
delfi skaitytojo,285
dienos klausimas,285
elektroniniu būdu,285
emocijų ir,285
gegužės 15,285
iki penktadienio,285
informaciją iš,285
ir atvirai,285
ir japonijos,285
ir suomijos,285
iš daugybės,285
iš sostinės,285
jau minėta,285
jei rusija,285
ji visada,285
jie mane,285
jų būtų,285
kad didžiausia,285
kartus o,285
kitaip negu,285
koalicijos partnerių,285
kokiomis sąlygomis,285
labiausiai reikia,285
lapkričio 24,285
maskvos srities,285
metų laurynas,285
metų valstybės,285
miesto gyventojai,285
mokslų akademijos,285
monika šalčiūtė,285
naujam gyvenimui,285
nes tam,285
nežinia ar,285
nori gyventi,285
nuvežti į,285
o visos,285
parduoti savo,285
pasisakė prieš,285
pau gasolis,285
per susirėmimus,285
pirmojo rato,285
prie starto,285
prie širdies,285
pristatyti savo,285
reikia atsižvelgti,285
rezultatų ir,285
rinktinės ir,285
rugpjūčio 12,285
rugpjūčio 31,285
rusijos urm,285
savo tikslus,285
sezoną ir,285
socialinis modelis,285
sporto šaką,285
su šunimis,285
sudaro beveik,285
sąlygas sunkina,285
tarnyba stt,285
taškų į,285
teigė e.,285
tik man,285
todėl šis,285
varžovų pražangas,285
vasario pabaigoje,285
visuomenės dėmesį,285
visą mėnesį,285
čempionato rungtynėse,285
į niujorką,285
įspūdį kad,285
įstatymas ir,285
š. m.,285
žuvo trys,285
15 21,284
80 metų,284
agentūrai reuters,284
aiškino ji,284
ar tris,284
asmenų ir,284
bendrojoje įskaitoje,284
bet žmonės,284
buvo pastebėti,284
būsto nuomos,284
būti visiškai,284
dabar mano,284
daugiau bet,284
informacinio karo,284
ir 22,284
ir artūras,284
ir kartą,284
ir pateikė,284
ir pirmasis,284
jau rytoj,284
jokių įrodymų,284
kad reikės,284
kai nuo,284
kiek jie,284
kimi raikkonenas,284
klausiamas ar,284
ką galiu,284
labai gražus,284
liepos 29,284
lrt.lt kalbėjo,284
lėšos bus,284
manyti jog,284
metu sakė,284
miesto svečiai,284
miesto taryba,284
mokesčių mokėtojai,284
namuose buvo,284
nario mandato,284
norint pasiekti,284
nuo policijos,284
nusitaikė į,284
pagalbos centre,284
pakankamai gerai,284
per visas,284
prie įėjimo,284
reikalų ministerijai,284
reikėtų daryti,284
rezultatu 4,284
rugsėjo 22,284
rusijos pajėgų,284
sgd terminalas,284
siekiant kad,284
teisę vairuoti,284
tikslų ir,284
transporto priemonėmis,284
tuo laikotarpiu,284
tūkst. km,284
vienas kitu,284
vienas svarbus,284
yra bene,284
į pasimatymą,284
įvažiavo į,284
šalies valdžia,284
šias rungtynes,284
šiaurės šalių,284
šioje istorijoje,284
90 tūkst.,283
antros vietos,283
atliko 4,283
automobilių vairuotojai,283
baudos metimą,283
bet daugiau,283
birželio mėnesio,283
bus paskelbti,283
buvo iškviesti,283
d. motiejūno,283
dešimt dienų,283
didžiosios kunigaikštystės,283
dėmesys į,283
eiti ir,283
esu iš,283
gali prisidėti,283
galima vertinti,283
ir fiziškai,283
iš kazachstano,283
iš priekio,283
ji tokia,283
jis mirė,283
jog mūsų,283
juokauja kad,283
kad dabartinis,283
kad savivaldybė,283
kad vilnius,283
kas antrą,283
kilo mintis,283
kino ir,283
kitokia nei,283
kur aš,283
kuri dabar,283
kurios ir,283
kurią jie,283
lietuvoje kaip,283
metų arba,283
mln. rublių,283
mėnesiams po,283
nba lygos,283
nebus lengva,283
nuo antradienio,283
nuteistas už,283
nėra blogai,283
nėra nes,283
pažvelgus į,283
per didelio,283
po derybų,283
politika yra,283
rugpjūčio 7,283
sakė buvęs,283
savo istorija,283
seimo pirmininkas,283
situacija gali,283
spalio 5,283
tai kol,283
tarybos posėdžio,283
tačiau daugiau,283
televizijos ir,283
tie kurių,283
tik ar,283
tokia sistema,283
tuomet jau,283
tėra tik,283
vairuojamas automobilis,283
viešbučių ir,283
vyks rugsėjo,283
vylėsi kad,283
yra laikoma,283
zonos ir,283
į posėdį,283
įmanomais būdais,283
įmonės ir,283
įvyko ir,283
žmogumi kuris,283
10 kilometrų,282
11 ą,282
1970 m.,282
30 ąją,282
43 metų,282
6 kamuolius,282
a. milaknis,282
agentūros afp,282
apylinkės prokuratūros,282
ar jai,282
buvo anksčiau,282
c junckeris,282
dar didesnę,282
eismo juosta,282
girtas vairuotojas,282
gyvenimo trukmė,282
ir eiti,282
ir inovacijų,282
ir ja,282
ir tavo,282
j. j.,282
kad joms,282
kad politikai,282
karts nuo,282
kiek pinigų,282
labai patenkintas,282
labai tinka,282
lietuvoje ar,282
manančių kad,282
minimali alga,282
ne vienos,282
nesuprantu kodėl,282
net tada,282
paklausta kaip,282
pakvietė į,282
parodė kaip,282
prieš kelionę,282
reikėtų vengti,282
rugsėjo 4,282
savo laiko,282
savo pozicijos,282
sezono pabaigoje,282
su pasaulio,282
teisingumo ir,282
teisinosi kad,282
teisinės pagalbos,282
teismo salėje,282
tiesa kol,282
vaizdo klipo,282
vartojimo kreditų,282
vis rečiau,282
visada reikia,282
vyras gimęs,282
vyraus gausus,282
čia per,282
į banką,282
šalies futbolo,282
šios sporto,282
žemės sklypų,282
žmonių gyvenimo,282
"0,7 proc.",281
350 eurų,281
7 12,281
aikštės pusėje,281
alma littera,281
ant suolo,281
arba bauda,281
balandžio 20,281
buvo maždaug,281
buvo smarkiai,281
buvo suteiktas,281
būtent šios,281
dabar taip,281
dalykų kurių,281
deja tai,281
dėl klimato,281
gynybos tarybos,281
iki sezono,281
ir grožio,281
ir kyla,281
ir šįkart,281
iš filmo,281
jau pats,281
jei kažkas,281
ji savo,281
jo tikslas,281
kad sekmadienį,281
kaimo plėtros,281
kaip vertina,281
kaunas klaipėda,281
kauno klinikų,281
knygą apie,281
konservatoriai ir,281
laiko nei,281
lietuvos tautinio,281
lietuvos zoologijos,281
muziką ir,281
ne lietuvos,281
nebuvo jokio,281
o du,281
p. jankūnas,281
pagalbos centro,281
pradėjau dirbti,281
prisijungs prie,281
rinkoje yra,281
sakė policijos,281
savo pusę,281
savo tėvo,281
smūgio į,281
sužinoti ar,281
tai neturi,281
tai vyko,281
tas ir,281
turi vykti,281
užduoti klausimus,281
vaikai iš,281
vaizdo įrašu,281
čia nieko,281
į šeimą,281
ši knyga,281
šios rungtynės,281
žmonės ne,281
14 00,280
15 tšk.,280
18 os,280
41 proc.,280
99 proc.,280
abi puses,280
antrąjį šių,280
beveik 50,280
buvo imtasi,280
buvo jos,280
dabar kaip,280
dar nieko,280
dar reikės,280
daug energijos,280
dėl vilniaus,280
gali sudaryti,280
ir didelis,280
ir kurių,280
ir pakilo,280
jog prieš,280
k. navickas,280
kad ministras,280
kad tuomet,280
kad ukrainoje,280
kad štai,280
kai lietuva,280
kai šie,280
kardomąją priemonę,280
kiekvienam iš,280
klausimas buvo,280
komunikacijos skyriaus,280
kuris anksčiau,280
labai liūdna,280
lietuvos respublikoje,280
lietuvos valstybei,280
lionelis messi,280
lėšų ir,280
m. sausį,280
mokslų universiteto,280
moteris teigė,280
nei tie,280
nervų sistemos,280
niekada gyvenime,280
nors kartais,280
nugalėtoja tapo,280
nuo pernai,280
nuteistas kalėti,280
padeda išvengti,280
paramos ir,280
penktadienio popietę,280
pernai per,280
plačiau apie,280
pradėjo ir,280
pražangas ir,280
prie naujos,280
rastas negyvas,280
rungtynes iš,280
rusijos gyventojų,280
rusų karių,280
sakė jav,280
savo šeima,280
su trenksmu,280
sudaro tik,280
sunkiai sekėsi,280
sveikatos organizacijos,280
sąlygomis ir,280
turi didelę,280
vaizdo kameros,280
visai kitoks,280
visuomenę ir,280
yra pasiruošusi,280
čempionato finale,280
įsitraukė į,280
įtaką ir,280
šiauliuose pirmoje,280
žinią kad,280
2013 m,279
22 20,279
25 18,279
35 tūkst.,279
apie kokį,279
atrodė labai,279
atskirai nuo,279
aukštųjų technologijų,279
baltijos valstybes,279
ceremonijos metu,279
dabar po,279
daug vandens,279
dingo iš,279
ferrari 1,279
galite būti,279
globos namus,279
gruodžio pradžioje,279
iki 2012,279
iki paryčių,279
ir vytautas,279
iš japonijos,279
iš tokio,279
išsiskyrė su,279
jai labai,279
jo namuose,279
jog būtų,279
jėga ir,279
klubas savo,279
kol nėra,279
konflikto su,279
kuria siekiama,279
kurių sudėtyje,279
labai padėjo,279
lietuvių tautos,279
lukiškių tardymo,279
martynas mažeika,279
milijonai žmonių,279
ministerijos atstovai,279
mojo lounge,279
neatskaičius mokesčių,279
neturėjo jokių,279
nieko baisaus,279
niekur nedingo,279
padės jums,279
penktadienį buvo,279
pilietinis karas,279
po referendumo,279
prie durų,279
priklauso tik,279
