Class;Text
NEG;Grupės teigimu, nuosavas kapitalas šių metų rugsėjo pabaigoje siekė 74,8 mln. eurų, arba 6,4 euro akcijai, – atitinkamai 3,1 proc. ir 3,6 proc. mažiau (įvertinus išmokėtus dividendus) nei 2019 metų pabaigoje. Bendrovės nuosavo kapitalo vertę 9,3 mln. eurų sumažino šių metų gegužę išmokėti dividendai „Invaldos INVL“ akcininkams (vienai akcijai atiteko 0,8 euro dividendų).
POS;„Trys šių metų ketvirčiai buvo sėkmingi įmonėms, į kurias yra investavusi „Invalda INVL“: „Litagra“, „Inservis“, „INVL Baltic Real Estate“ „INVL Technology“ – jos reikšmingai gerino rezultatus.
NEU;Pasak D. šulnio, šiuo metu pagrindinis „Invaldos INVL“ prioritetas yra tolesnis turto valdymo verslo plėtojimas bei aktyvios investicijos atskirose valdomo turto klasėse.
POS;Lietuvai liberalizuojant elektros tiekimo gyventojams rinką, bendrovė „Energijos skirstymo operatorius“ iki 2023 metų pabaigos sukurs bendrą duomenų talpinimo ir keitimosi jais platformą.
POS;„Bendra duomenų talpinimo ir apsikeitimo duomenimis platforma turi užtikrinti greitą, saugų duomenų apsikeitimą, siekiant efektyvinti elektros rinkos procesus, kartu garantuojant šių sistemų ir tinklų kibernetinę saugą bei energetikos duomenų apsaugą“, – rašoma pranešime.
POS;įgyvendinus projektą, rinkos dalyviai ir kitos suinteresuotos šalys galės vienodu formatu gauti duomenis, sistema bus pasiekiama bet kuriuo metu, o duomenys atnaujinami nustatytais terminais
NEU;Elektros tiekimo namų ūkiams rinkos liberalizavimas vyksta trimis etapais iki 2023 metų. Per pirmąjį etapą nepriklausomą elektros tiekėją turi pasirinkti daugiausiai elektros suvartojantys gyventojai, tai jie privalo padaryti iki gruodžio 10 dienos.
POS;Energetikos įmonių grupės „Ignitis grupė“ pajamos sausio-spalio mėnesiais siekė 967,5 mln. eurų ir buvo 8,8 proc. didesnės, palyginti su atitinkamu laikotarpiu pernai, kai sudarė 889,6 mln. eurų, rodo preliminarūs finansiniai duomenys.
POS;Grupės koreguotas EBITDA rodiklis (koreguotas pelnas prieš palūkanas, mokesčius, nusidėvėjimą bei amortizaciją) sausio-spalio mėnesiais siekė 225,1 mln. eurų ir buvo 6,3 proc. didesnis, palyginti su atitinkamu laikotarpiu 2019 metais, kai sudarė 211,7 mln. eurų.
POS;Pasak grupės, šį augimą lėmė geresni rezultatai tinklų segmente dėl investicijų į skirstomųjų tinklų atnaujinimą augančios reguliuojamo turto vertės, geresni Elektrėnų komplekso kombinuoto ciklo bloko rezultatai lanksčiosios gamybos segmente bei efektyvus Kruonio hidroakumuliacinės elektrinės panaudojimas žaliosios gamybos segmente.
POS;„Vilvi group“ (anksčiau – „Vilkyškių pieninė) per tris metų ketvirčius uždirbo 3,1 mln. eurų grynojo pelno, kai praėjusių metų tuo pačiu laikotarpiu grynasis nuostolis siekė 0,4 mln. eurų, rodo preliminarūs neaudituoti duomenys.
POS;„Vilvi Group“ konsoliduotos pardavimų pajamos per šių metų devynis mėnesius buvo 88,5 mln. eurų – 7,6 proc. didesnės negu per tą patį laikotarpį 2019 metais, kai siekė 82,3 mln. eurų.
NEG;Nyderlandų teismas ėmėsi nagrinėti bylą, kurioje tiriama turtingiausiam Lietuvos verslininkui Nerijui Numai (anksčiau – Numavičiui) priklausiusi bendrovė „Taf Asset 11 B.V.“. Nors verslininkas byloje nedalyvauja, teisėsauga tirs ir bendrovės sandorius, kuriais N. Numa pardavė savo akcijų įmonėje dalį.
NEG;Lietuvos žiniasklaidos ir institucijų akiratį ši įmonė buvo patekusi dar 2017 m., kada „Vilniaus prekybos“ (VP) grupės smulkieji akcininkai broliai Gintaras ir Mindaugas Marcinkevičiai delfi.lt teigė, kad per Nyderlanduose registruotą „Taf Asset 11 B.V.“ N. Numa galimai išsimokėjo 19,26 mln. eurų ir taip nuslėpė bent 3 mln. eurų mokesčių Lietuvos biudžetui, taip pat padarė žalą akcininkams.
NEG;teismas nušalino bendrovės „Taf Asset 11 B.V.“ vadovą, apribojo įmonės didžiojo akcininko („Averline“) teises, skyrė valstybės nepriklausomą pareigūną jai vadovauti bei pradėjo įmonės veiklos tyrimą.
NEG;Teismo pateiktoje bylos vertinimo įžangoje rašoma, kad kyla abejonių dėl kai kurių įmonės vykdytų finansinių sandorių pagrįstumo, o dėl to galėjo nukentėti įmonės „Taf Asset 11 B.V.“ smulkieji akcininkai (Marcinkevičių šeima).
NEG;aip pat pažymima, kad teismas turi „pagrįstų priežasčių abejoti dėl įmonės vykdytos politikos ir praktikos tinkamumo. Abejonių taip pat kelia įmonėje buvusių įvykių eiga ir konkrečių šalių interesai bei motyvai.
NEG;Taip pat kyla abejonių dėl tikslių santykių tarp „Bertona“ ir „Miglione“ (N. Numai priklausančios bendrovės, buvusios „Taf Asset 11 B.V. didžiausios akcininkės), „Averline“, „Emir“, EMP Fin“ ir „Taf Asset 11 B.V.“ direktoriaus J. A. Sackiewicziaus“, – bylos vertinime rašo teismas.
NEG;„VP grupės“ atstovai prieš beveik 4 metus G. ir M. Marcinkevičių mestus įtarimus, neva N. Numa per bendrovę „Taf Asset 11 B.V.“ išsimokėjo 19,26 mln. eurų ir taip nuslėpė bent 3 mln. eurų mokesčių Lietuvos biudžetui, taip pat padarė žalą akcininkams, įvardijo kaip priemonę, kurią M. Marcinkevičius jam naudingomis sąlygomis naudoja siekdamas agresyviai pasitraukti iš grupės ir už savo akcijų dalį VP gauti nepagrįstai didelę kainą (M. Marcinkevičiui priklauso apie 10 proc. VP grupės akcijų).
NEU;Vilniaus miesto apylinkės teismo 2017 m. gruodžio 22 d. sprendimu broliai M. ir G. Marcinkevičiai pripažinti paskelbę 2 iš 5 tikrovės neatitinkančius teiginius, žeminančius N. Numos garbę ir orumą. Tiek M. Marcinkevičius, tiek N. Numa šį sprendimą skundė Vilniaus apygardos teismui (VAT), šis 2019 m. vasarį konstatavo, kad ginčo teiginiai yra tik neįžeidi nuomonė, kuriai „netaikomi tiesos ir tikslumo kriterijai“, todėl N. Numos reikalavimai dėl garbės ir orumo gynimo negali būti tenkinami.
NEU;Kaip rašė BNS, Nyderlandų, Kipro ir Lenkijos įmonių finansiniai sandoriai, kuriais N. Numai buvo išmokėta 19,264 mln. eurų pardavus jo turėtą akcijų dalį „TAF Asset 11 B.V.“, buvo sudaryti 2014 ir 2015 metais.
POS;Konkurencijos taryba „Bitei Lietuva“ leido įsigyti „Mezon“, valdomą AB Lietuvos radijo ir televizijos centro („Telecentro“).
POS;„Bitė Lietuva“ įsigijimo pasiūlymas pasirinktas, nes už pirkinį bendrovė pasiūlė didžiausią kainą ir geriausiai atitiko pirkėjui keltus reikalavimus.
POS;Nuo pat projekto ištakų lietuviškuoju „Silicio slėniu“ pramintas Aleksoto inovacijų pramonės parkas (AIPP) oficialiai pripažintas visai šaliai reikšmingu objektu, rašoma Kauno miesto savivaldybės pranešime.
POS;ienas iš didžiųjų Kauno infrastruktūros projektų – 30 ha ploto teritorija inovatyvių įmonių pritraukimui, mokslinių tyrimų ir eksperimentinės plėtros projektų vystymui – sulaukė išskirtinio pripažinimo nacionaliniu lygmeniu. šią savaitę Vyriausybės nutarimu Aleksoto inovacijų pramonės parkas įtrauktas į visai Lietuvai svarbių projektų sąraš
POS;„Tapimas valstybei ekonomiškai svarbiu projektu yra ganėtinai retas įvykis, tačiau tai tik dar kartą patvirtina didžiulį Kauno potencialą. Tiek nacionaliniu, tiek tarptautiniu mastu. Turime stiprų Vyriausybės palaikymą čia kurti inovacijų parką su naujomis darbo vietomis, pritraukti užsienio kapitalą bei skatinti mokslo, tyrimų bei verslo sinergiją ir augimą.
POS;Vienas iš Lietuvos strateginių 2021–2030 metų Nacionalinio pažangos plano tikslų – pereiti prie žiniomis, pažangiomis technologijomis, inovacijomis grįsto darnaus ekonomikos vystymo ir taip didinti šalies tarptautinį konkurencingumą.
POS;Vyriausybės sprendimas taip pat žymi naujų darbų pradžią – miestas gali pradėti rengti inovacijų parko plėtros planą, numatantį, kokios įmonės galės čia įsikurti ir vykdyti veiklas, kokios sąlygos joms bus taikomos.
POS;Skaičiuojama, kad bendras miesto, Vyriausybės ir Europos Sąjungos indėlis į Aleksoto inovacijų pramonės parką sieks apie 14,6 mln. eurų
NEG;Per trečią ketvirtį dėl veiklos suvaržymų, susijusių su COVID-19 pandemija, didžiausią apyvartos (be PVM) mažėjimą, palyginti su antru ketvirčiu, patyrė oro transporto įmonės – 65,1 proc. bei kelionių agentūrų, ekskursijų organizatorių, išankstinio užsakymo paslaugų ir susijusios veiklos įmonės – 63,3 proc.
POS;Statistikos departamento duomenimis, transporto, apgyvendinimo ir paslaugų įmonių apyvarta trečią ketvirtį sudarė 6,4 mlrd. eurų to meto kainomis ir, palyginti su antru ketvirčiu, pašalinus sezono ir darbo dienų skaičiaus įtaką, padidėjo 2,9 proc. (nepašalinus – 13 proc.
POS;Transporto ir sandėliavimo įmonių apyvarta sudarė 3 mlrd. eurų to meto kainomis ir, palyginti su praėjusiu ketvirčiu, ūgtelėjo 3,1 proc. (nepašalinus sezono ir darbo dienų skaičiaus įtakos – 14,9 proc.).
NEG;Sumažėjo oro transporto įmonių pajamos – 65,1 proc. pašalinus sezono ir darbo dienų skaičiaus įtaką (13,1 proc. nepašalinus) ir vandens transporto įmonių – 1,9 proc. pašalinus sezono ir darbo dienų skaičiaus įtaką
POS;Anot Statistikos departamento, paslaugų įmonių apyvarta trečią ketvirtį sudarė 3,3 mlrd. eurų to meto kainomis, arba 2,3 proc. daugiau nei antrą ketvirtį (nepašalinus sezono ir darbo dienų skaičiaus įtakos – 9,7 proc.).
POS;Daugiausia – 32,4 proc. – pašalinus sezono ir darbo dienų skaičiaus įtaką, augo programų rengimo ir transliavimo įmonių pajamos (nepašalinus – 12,3 proc.), kompiuterių, asmeninių ir namų ūkio reikmenų taisymo bei kitos asmenų aptarnavimo veiklos – 13,9 proc. (nepašalinus – 51,9 proc.), reklamos ir rinkos tyrimo – 14,2 proc. (nepašalinus – 8,4 proc.), nuomos ir išperkamosios nuomos įmonių pajamos – 12,7 proc. (nepašalinus – 17,7 proc.).
NEG;Tačiau mažėjo kelionių agentūrų, ekskursijų organizatorių, išankstinio užsakymo paslaugų ir susijusios veiklos įmonių pajamos – 63,3 proc. (nepašalinus – padidėjo 2,9 karto), nekilnojamojo turto operacijų – 16,6 proc. (nepašalinus – 17,4 proc.), pagrindinių buveinių bei konsultacinės veiklos įmonių pajamos – 7,5 proc. (nepašalinus – 10,3 proc.
NEG;Teismas neskundžiama nutartimi lošimų prekės ženklo ,,Cbet“ valdytojos darbuotoją pripažino padarius administracinį nusižengimą ir skyrė jam 1500 eurų baudą, pranešė Lošimų priežiūros tarnyba.
NEG;Tokia reklama nepatenka į Azartinių lošimų įstatyme nurodytą azartinių lošimų draudimo išimčių sąrašą, todėl skelbiant tokią reklamą buvo pažeisti Azartinių lošimų įstatyme nustatyti draudimai.
NEG;Teismas konstatavo, kad lošimų bendrovės vaizdo klipuose buvo naudojami Valstybiniame patentų biure neįregistruoti prekės ženklai – reklamuojant neregistruotus prekės ženklus vaizdo klipuose buvo naudojama papildoma rašytinė, garsinė, vaizdinė informacija, ir ši papildoma medžiaga tiesiogiai siejama su azartiniais lošimais.
NEG;Be to, teismas konstatavo, kad Lošimų priežiūros tarnyba teikė azartinius lošimus organizuojančioms bendrovėms konsultacijas dėl azartinių lošimų reklamos pataisų, taip pat nurodė atsakingam asmeniui pašalinti šias reklamas, tačiau jis to nepadarė.
NEG;Siekiant riboti neigiamą lošimų poveikį visuomenei, nuo 2019 m. lapkričio 1 dienos buvo sugriežtinta azartinių lošimų reklama – reklamuoti galima tik azartinius lošimus organizuojančių bendrovių pavadinimą, prekių ženklus ir organizuojamų lošimų rūšis. Skelbiant reklamą, nurodyti bet kokią papildomą rašytinę, vaizdinę ar garsinę informaciją – draudžiama.
POS;Trečiadienį Elektroninėje medienos pardavimų sistemoje (EMPS), pasibaigus 2021 metų pirmojo pusmečio aukcionams pusmetinėms ir ilgalaikėms sutartims sudaryti, stebima, kad medienos kaina vidutiniškai padidėjo 20 proc., teigia Valstybinių miškų urėdija (VMU).
POS;„Jau kurį laiką stebėjome ženklus, kad medienos rinka po truputį stabilizuojasi, ir šis aukcionas jau leidžia mums konkrečiau prognozuoti 2021 metus. Medienos kaina auga maždaug 20 proc., matome, kad pirkėjai jaučiasi labiau užtikrinti, planuoja savo veiklos tęstinumą, sudaro ilgalaikes medienos pirkimo sutartis – poreikis medienai yra, ką parodė ir aukciono rezultatai – pirkėjai įsigijo 98,1 proc. mūsų pasiūlytos medienos“,
NEG;Nurodoma, kad medienos rinką krizė buvo ištikusi, kai po itin didelio medienos kainų pakilimo 2018 metais kainos 2019 metais krito daugiau nei 40 proc. – medienos rinka buvo perpildyta produkcija visoje Europoje iškirtus milijonus kubinių metrų medžių kenkėjų pažeistų medynų.
NEU;š viso aukcionuose Valstybinių miškų urėdija pardavimui pasiūlė 1084,3 tūkst. ktm žaliavinės medienos ir 124,1 tūkst. ktm miško kirtimo liekanų. Medienos pirkėjai šių metų pirmojo pusmečio aukcione pusmetinėms sutartims sudaryti ir aukcione ilgalaikėms sutartims sudaryti bendrai įsigijo 99,8 proc. pasiūlytos parduoti žaliavinės medienos ir 83,4 proc. miško kirtimo liekanų.
POS;Vidutinė žaliavinės medienos pardavimo kaina 2021 metų pirmojo pusmečio aukcione pusmetinėms sutartims sudaryti yra 44,7 euro už ktm ir, lyginti su atitinkamo laikotarpio 2020 metais aukciono vidutine žaliavinės medienos pardavimo kaina (36,1 euro už ktm), padidėjo 8,6 euro už ktm arba 23,9 proc., o vidutinė miško kirtimo liekanų pardavimo kaina, kuri yra lygi 10,1 euro už ktm, ir, lyginti su šių metų pirmojo pusmečio aukcione buvusia 10,6 euro už ktm kaina, sumažėjo 0,5 euro už ktm arba 4,8 proc.
POS;Ketvirtadienį Valdymo koordinavimo centras pristatė kasmetinį gerosios valdysenos indeksą, kuriuo įvertinama valstybės valdomų įmonių (VVį) valdymo kokybė. Valdysenos ekspertų vertinimu, geriausias praktikas 2019–2020 m. taikė energetikos sektoriuje veikiančios įmonės – „Ignitis grupė“, „Klaipėdos nafta“, „EPSO
NEU;Gerosios valdysenos indeksas yra vienas pagrindinių įrankių, kuriuo vertinama VVį valdymo kokybė. Jis sudaromas atsižvelgiant į Ekonominio bendradarbiavimo ir plėtros organizacijos (EBPO) rekomendacijas, Nuosavybės gairių, Skaidrumo gairių ir Atrankos gairių nuostatas bei kitus VVį veiklą reglamentuojančius dokumentus ir geriausias pasaulines praktikas.
POS;„Jau 8 metus iš eilės vertindami VVį pažangą ir pokyčius jų valdysenoje, matome, kad įmonės kai kuriose srityse pagal turimus išteklius ir galimybes yra maksimaliai priartėjusios prie gerosios valdysenos standartų, nors tobulintinų sričių jose ir netrūksta.
NEG;Valdymo koordinavimo centro vertinimu, reikšmingi valdysenos trūkumai fiksuojami korupcijos prevencijos, specialiųjų įpareigojimų, kolegialių organų atrankų, strategijų įgyvendinimo priežiūros praktikų, finansų tvarumo ir kitose srityse.
POS;Jau kelis metus iš eilės valdysenos indekso lyderėmis išlieka energetikos sektoriaus įmonės – „Ignitis grupė“, „Klaipėdos nafta“ ir „EPSO-G“, tačiau joms konkurencija auga. Stebime ryškius gerėjančios valdysenos pokyčius dalyje susisiekimo sektoriaus įmonių.
POS;Valdysenos lydere šiais metais visame VVį sektoriuje, taip pat lydere didelių įmonių kategorijoje paskelbta AB „Ignitis grupė“, vidutinio dydžio įmonių kategorijoje – UAB „Toksika“, mažų įmonių kategorijoje – UAB „Investicijų ir verslo garantijos“.
POS;Valdysenos lyderiu dukterinių įmonių kategorijoje pripažinta AB „Energetikos skirstymo operatorius“, o UAB „EPSO-G“ įmonių grupė įvertinta už pažangiausią dukterinių įmonių valdyseną. Apdovanojimas „Profesionaliausias valdytojas“ skirtas Lietuvos Respublikos energetikos ministerijai.
POS;Spalį, palyginti su tuo pačiu mėnesiu prieš metus, pašalinus darbo dienų skaičiaus įtaką, mažmeninės prekybos įmonių apyvarta (be PVM) palyginamosiomis kainomis padidėjo 8,5 proc., pranešė Statistikos departamentas.
POS;Maisto prekėmis prekiaujančių įmonių apyvarta palyginamosiomis kainomis padidėjo 5,5 proc., ne maisto prekėmis prekiaujančių – 16 proc., automobilių degalų mažmeninės prekybos įmonių apyvarta – 0,2 proc.
